date,close,returns,brownian_noise,wave_persistence,compression,surface_tension,capillary_score,capillary_regime,cruise_integrity,pinch_off_risk,canopyento_regime,canopyento_score,canopyento_rupture_prob,combined_read
2016-07-12,214.95,0.007263355201499344,0.22493823462996226,0.5802334278633682,0.631578947368421,0.25200006626766924,0.6717168508757,PINCH_OFF_WATCH,0.08272737533388275,0.657882289959955,IDLE,0.0388465446573015,0.0388465446573015,Pinch-off watch: compression and wave persistence are elevated.
2016-07-13,214.92,-0.00013956734124220826,0.2519112397992502,0.4329504224659615,1.0,0.37345625537952387,0.5997071134395763,SURFACE_RIPPLING,0.14949188246991638,0.6648003201315035,IDLE,0.0682785953044668,0.0682785953044668,Surface rippling detected; micro-disturbances are beginning to persist.
2016-07-14,216.12,0.005583472920156485,0.21975305595713873,0.20894683159214827,1.0,0.3533380271347034,0.2668539028082511,CRUISE_SURFACE_ACTIVE,0.2590483955832401,0.530615676816424,IDLE,0.1073424261151657,0.1073424261151657,Cruise surface is active but still absorbing small disturbances.
2016-07-15,215.83,-0.0013418471219692751,0.14415751260624993,0.23878299877483605,0.5263157894736843,0.43227904222957525,0.08606292970867767,ABSORBING_NOISE,0.39507584140363683,0.3547206689319057,IDLE,0.1252793467136517,0.1252793467136517,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-07-18,216.4092,0.002683593569012599,0.1465871892430284,0.28998820981322926,1.0,0.43567664853066057,0.20035736004376153,ABSORBING_NOISE,0.3483856253983436,0.5136672303315826,PRESSURE_BUILDING,0.0959526950593846,0.0959526950593846,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-07-19,216.19,-0.001012895939728975,0.11798082498052621,0.30685043214508223,1.0,0.45848772658699577,0.16214504401585175,ABSORBING_NOISE,0.38414621397881954,0.5026269373934845,PRESSURE_BUILDING,0.0902341608997534,0.0902341608997534,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-07-20,217.085,0.004139876960081557,0.12385547824910019,0.323280179040641,0.7894736842105263,0.4283003202415137,0.15155727323281912,ABSORBING_NOISE,0.3633882915809667,0.4590027040606182,PRESSURE_BUILDING,0.1213235984194978,0.1213235984194978,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-07-21,216.265,-0.0037773222470461887,0.12851423127835201,0.3823054959805122,0.5789473684210527,0.4732785364110688,0.12341764768087929,ABSORBING_NOISE,0.41486761274936534,0.4028479939178438,PRESSURE_BUILDING,0.1430245604349342,0.1430245604349342,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-07-22,217.24,0.004508357801771057,0.1462560975800734,0.24262956600348035,0.6842105263157895,0.43412223964266,0.11484937725009436,ABSORBING_NOISE,0.38426357076928425,0.401891807481676,PRESSURE_BUILDING,0.1616320703086848,0.1616320703086848,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-07-25,216.65,-0.0027158902596207124,0.2277602241735338,0.15439557286160382,0.8421052631578947,0.5037456201091773,0.1207149472180859,ABSORBING_NOISE,0.44293599416635604,0.4033675407821018,PRESSURE_BUILDING,0.1631790174606397,0.1631790174606397,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-07-26,216.75,0.00046157396722823485,0.2710730345151184,0.28884025636908006,0.5263157894736843,0.5405477033346697,0.15654876191738015,ABSORBING_NOISE,0.45592562962034383,0.3577892761063687,PRESSURE_BUILDING,0.2606051282031556,0.2606051282031556,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-07-27,216.52,-0.0010611303344867373,0.2573107677000825,0.5339757493743911,0.368421052631579,0.589720145072054,0.17626707394661806,ABSORBING_NOISE,0.4857719006528278,0.37223593272013356,PRESSURE_BUILDING,0.3269774932865714,0.3269774932865714,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-07-28,216.77,0.0011546277480141143,0.25068970966294624,0.6773391105428289,0.5263157894736843,0.5959597465233296,0.307939470166675,CRUISE_SURFACE_ACTIVE,0.41244021793826957,0.4789086559149647,PRESSURE_BUILDING,0.300491014038986,0.300491014038986,Cruise surface is active but still absorbing small disturbances.
2016-07-29,217.12,0.0016146145684365898,0.18855529954105318,0.707196018285174,0.4736842105263158,0.5990819967743357,0.21650823284546702,ABSORBING_NOISE,0.4693758123231905,0.4495766162206553,PRESSURE_BUILDING,0.4351499097553059,0.4351499097553059,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-08-01,216.94,-0.000829034635224768,0.12485930336690002,0.7406198835200662,0.5789473684210527,0.6192338936038796,0.1775390392111493,ABSORBING_NOISE,0.5092957030864678,0.4694680993870971,PRESSURE_BUILDING,0.4092319096805491,0.4092319096805491,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-08-02,215.5492,-0.006410989213607388,0.34191501961124915,0.6124592645743813,0.052631578947368474,0.6907266664903318,0.032766404551990785,ABSORBING_NOISE,0.6680940371012616,0.25178264539585216,RUPTURE_CANDIDATE,0.521689592053808,0.521689592053808,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-08-03,216.18,0.002926478038424607,0.4015677606871517,0.5821742311973802,0.736842105263158,0.6820590676105371,0.5186298274280118,SURFACE_RIPPLING,0.32832289107997364,0.5388967740695032,PRESSURE_BUILDING,0.3118985843045981,0.3118985843045981,Stored pressure is rising and micro-noise is persisting. Watch for instability.
2016-08-04,216.4097,0.0010625404755295609,0.40296913975524856,0.5286450735957382,0.0,0.6905003870472302,0.0,ABSORBING_NOISE,0.6905003870472302,0.209536171637127,PRESSURE_BUILDING,0.2769514974916502,0.2769514974916502,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-08-05,218.18,0.00818031724086321,0.7258936480467945,0.42676570405193376,0.5789473684210527,0.6389365895072082,0.5764173675018045,SURFACE_RIPPLING,0.27064244258288217,0.48579846261689563,PRESSURE_BUILDING,0.4960083556423106,0.4960083556423106,Stored pressure is rising and micro-noise is persisting. Watch for instability.
2016-08-08,218.05,-0.0005958382986525068,0.7265813043225989,0.3597791339611204,0.9473684210526316,0.5876614751054944,0.865376504267059,CAPILLARY_RUPTURE_RISK,0.07911304208627831,0.6462156460438292,PRESSURE_BUILDING,0.3087368198027269,0.3087368198027269,Capillary rupture risk: microscopic instability may precede macro release.
2016-08-09,218.18,0.0005961935335931923,0.5151743981937223,0.3670461292546714,0.8421052631578947,0.5935206949446926,0.5509328411938641,SURFACE_RIPPLING,0.26653065217145644,0.5416408846654344,PRESSURE_BUILDING,0.4118103015392894,0.4118103015392894,Stored pressure is rising and micro-noise is persisting. Watch for instability.
2016-08-10,217.64,-0.0024750206251720197,0.5918873409573401,0.35029749023929013,0.5263157894736843,0.6736505319357976,0.33264503432716125,CRUISE_SURFACE_ACTIVE,0.4495640276155038,0.3839019455260845,PRESSURE_BUILDING,0.4327098893642458,0.4327098893642458,Cruise surface is active but still absorbing small disturbances.
2016-08-11,218.65,0.004640691049439427,0.6398613295411952,0.3301913887956154,0.7894736842105263,0.6425494602238448,0.5330597943871643,SURFACE_RIPPLING,0.3000321770733387,0.5025438517923653,RUPTURE_CANDIDATE,0.549493660518574,0.549493660518574,Surface rippling detected; micro-disturbances are beginning to persist.
2016-08-12,218.46,-0.0008689686713926337,0.40094819621042704,0.2767415866204399,0.9473684210526316,0.6445258364308616,0.33491491519705496,CRUISE_SURFACE_ACTIVE,0.4286645205803087,0.4786247716098162,RUPTURE_CANDIDATE,0.5286373812111671,0.5286373812111671,Cruise surface is active but still absorbing small disturbances.
2016-08-15,219.09,0.0028838231255150504,0.42529213747729877,0.32227120070376236,0.9473684210526316,0.5802187615611138,0.4595462355196645,SURFACE_RIPPLING,0.3135814139078222,0.5372417739287362,PRESSURE_BUILDING,0.4322763286720487,0.4322763286720487,Stored pressure is rising and micro-noise is persisting. Watch for instability.
2016-08-16,217.96,-0.005157697749783141,0.5550313994019009,0.3073814775167329,0.8947368421052632,0.6216468181434773,0.5042432316221988,SURFACE_RIPPLING,0.308185617635153,0.5211786832751795,PRESSURE_BUILDING,0.4618912391026014,0.4618912391026014,Stored pressure is rising and micro-noise is persisting. Watch for instability.
2016-08-17,218.37,0.0018810790970820168,0.5477238171909791,0.2906456502577459,0.1578947368421053,0.6201171198305625,0.08323627030901844,ABSORBING_NOISE,0.5685008836210959,0.22791488439457677,RUPTURE_CANDIDATE,0.5847189502395976,0.5847189502395976,Brownian layer is quiet; microscopic noise is dissipating normally.
2016-08-18,218.86,0.0022438979713330642,0.49127987988873145,0.33464953900087413,0.9473684210526316,0.5940357087186574,0.5384170283705529,SURFACE_RIPPLING,0.2741967676843625,0.5565998199263503,PRESSURE_BUILDING,0.457705220439558,0.457705220439558,Stored pressure is rising and micro-noise is persisting. Watch for instability.
2016-08-19,218.54,-0.00146212190441386,0.5152448536683821,0.4822735693745949,0.631578947368421,0.6697396013917822,0.48119600746363744,SURFACE_RIPPLING,0.3474635791617686,0.4813272307037178,RUPTURE_CANDIDATE,0.588604042337013,0.588604042337013,Surface rippling detected; micro-disturbances are beginning to persist.
2016-08-22,218.53,-4.575821359931176e-05,0.4688381053690299,0.45648397212978664,0.6842105263157895,0.6744100093276252,0.4458691303553394,CRUISE_SURFACE_ACTIVE,0.37371140496578054,0.4780384048683226,PRESSURE_BUILDING,0.4775865317090996,0.4775865317090996,Cruise surface is active but still absorbing small disturbances.
2016-08-23,218.97,0.002013453530407716,0.2513409341784161,0.48290085551713097,0.8947368421052632,0.6123683411348825,0.364164004089658,CRUISE_SURFACE_ACTIVE,0.38936583404946207,0.5323583401442924,PRESSURE_BUILDING,0.4204174027918338,0.4204174027918338,Cruise surface is active but still absorbing small disturbances.
2016-08-24,217.85,-0.005114855916335537,0.437173810851216,0.45757478646389327,0.10526315789473684,0.7072681905261812,0.061136661181332756,ABSORBING_NOISE,0.6640281747976478,0.22917660375344542,RUPTURE_CANDIDATE,0.5700754875669257,0.5700754875669257,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-08-25,217.7,-0.0006885471654808351,0.37858958949293947,0.4355076521546491,0.5789473684210527,0.6678677041255799,0.2934987963091649,CRUISE_SURFACE_ACTIVE,0.47184933687095676,0.41002152818982174,PRESSURE_BUILDING,0.4939749547712415,0.4939749547712415,Cruise surface is active but still absorbing small disturbances.
2016-08-26,217.29,-0.001883325677537906,0.38035081757440503,0.46841264793265724,0.0,0.7118269457509012,0.0,ABSORBING_NOISE,0.7118269457509012,0.189146425545439,RUPTURE_CANDIDATE,0.7516735250550792,0.7516735250550792,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-08-29,218.3608,0.00492797643701981,0.5280266104158452,0.40994365461107507,0.26315789473684215,0.7114486385611203,0.1644167481571036,ABSORBING_NOISE,0.5944745669281023,0.28151741473597514,PRESSURE_BUILDING,0.4334671284118568,0.4334671284118568,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-08-30,218.0,-0.0016523112206953128,0.5541874918343007,0.3968510998755704,0.26315789473684215,0.6819153861983042,0.17428637894502844,ABSORBING_NOISE,0.5630668227909011,0.28809499683978423,PRESSURE_BUILDING,0.3641232194851357,0.3641232194851357,Brownian layer is quiet; microscopic noise is dissipating normally.
2016-08-31,217.38,-0.0028440366972477538,0.4642099291738349,0.3907938560526201,0.21052631578947367,0.7073377558287612,0.11087533075118162,ABSORBING_NOISE,0.6289114481984488,0.25121443669112853,RUPTURE_CANDIDATE,0.5239690678392803,0.5239690678392803,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-09-01,217.39,4.600239212426693e-05,0.4651760680899623,0.3753497255782746,0.052631578947368474,0.710766785517278,0.02655008805860157,ABSORBING_NOISE,0.6918958647726651,0.18594115176674167,RUPTURE_CANDIDATE,0.580042180910566,0.580042180910566,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-09-02,218.37,0.004508027048162333,0.603745288466506,0.26853499917138024,0.42105263157894735,0.7431441487336432,0.18863018921172103,ABSORBING_NOISE,0.6029647273464327,0.2837684178071014,PRESSURE_BUILDING,0.4087079266615853,0.4087079266615853,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-09-06,219.0308,0.003026056692769119,0.5146141112224323,0.24737796359505182,0.3157894736842105,0.7193589875138995,0.11475930299375348,ABSORBING_NOISE,0.6368058515045122,0.23964193818977908,PRESSURE_BUILDING,0.2884213587526886,0.2884213587526886,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-09-07,219.01,-9.49638133085351e-05,0.47910174911891534,0.2575735674120444,0.736842105263158,0.671530709633183,0.2780550784281445,CRUISE_SURFACE_ACTIVE,0.4848081854992208,0.40023501036754094,PRESSURE_BUILDING,0.3822845184407574,0.3822845184407574,Cruise surface is active but still absorbing small disturbances.
2016-09-08,218.51,-0.0022830007762202342,0.45082470325528223,0.32373954731019905,0.736842105263158,0.7413579767749827,0.2978812420175408,CRUISE_SURFACE_ACTIVE,0.5205213418736397,0.4042762294539788,PRESSURE_BUILDING,0.3658106687588465,0.3658106687588465,Cruise surface is active but still absorbing small disturbances.
2016-09-09,213.28,-0.023934831357832587,0.959102755423008,0.44457737757043675,0.0,0.49723701088401756,0.0,ABSORBING_NOISE,0.49723701088401756,0.23683509167160477,RUPTURE_CANDIDATE,0.9877853434048895,0.9877853434048895,Brownian layer is quiet; microscopic noise is dissipating normally.
2016-09-12,216.34,0.014347336834208635,0.9993179700357986,0.6813480249783779,0.0,0.622698042233321,0.0,ABSORBING_NOISE,0.622698042233321,0.2646624956862642,RUPTURE_CANDIDATE,0.603185662358301,0.603185662358301,Brownian layer is quiet; microscopic noise is dissipating normally.
2016-09-13,213.23,-0.014375520014791587,0.962674481590427,0.7249175485079057,0.1578947368421053,0.5206733850888259,0.4345738337743889,CRUISE_SURFACE_ACTIVE,0.29440235598648606,0.4491781835088935,RUPTURE_CANDIDATE,0.5063716921506783,0.5063716921506783,Cruise surface is active but still absorbing small disturbances.
2016-09-14,213.15,-0.00037518172864969834,0.9677026859549168,0.6467799704052344,0.21052631578947367,0.5277540430304039,0.5127038225170516,SURFACE_RIPPLING,0.25717252781988725,0.46056401642033895,CONTAINMENT_STRESS,0.3538413837043939,0.3538413837043939,Surface rippling detected; micro-disturbances are beginning to persist.
2016-09-15,215.28,0.009992962702322306,1.0,0.6059440673240322,0.10526315789473684,0.6625645078086578,0.1976851242312243,ABSORBING_NOISE,0.5315853607713034,0.31158196041033387,CONTAINMENT_STRESS,0.3695644131685645,0.3695644131685645,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-09-16,213.37,-0.008872166480862087,0.7525055652441336,0.5860374288900262,0.6842105263157895,0.5561535293192359,1.0,CAPILLARY_RUPTURE_RISK,0.0,0.6785236064716449,CONTAINMENT_STRESS,0.3023666242640439,0.3023666242640439,Capillary rupture risk: microscopic instability may precede macro release.
2016-09-19,213.41,0.00018746777897549194,0.5780017868098112,0.5606230059405651,0.3157894736842105,0.5696844535090515,0.36885578880196573,CRUISE_SURFACE_ACTIVE,0.35955304504175356,0.4188959537294225,PRESSURE_BUILDING,0.1557752790629167,0.1557752790629167,Cruise surface is active but still absorbing small disturbances.
2016-09-20,213.42,4.6858160348550726e-05,0.4132438307666938,0.5797376686258618,0.6842105263157895,0.6315590342665162,0.5329751043746408,SURFACE_RIPPLING,0.2949537920595724,0.541341066262444,PRESSURE_BUILDING,0.1340986120397962,0.1340986120397962,Stored pressure is rising and micro-noise is persisting. Watch for instability.
2016-09-21,215.82,0.011245431543435602,0.4847772137800507,0.51390192891206,0.26315789473684215,0.7056045631953198,0.19079662761307362,ABSORBING_NOISE,0.5709775921092569,0.31556297201666395,IDLE,0.1556498794836371,0.1556498794836371,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-09-22,217.18,0.0063015475859513614,0.4401694077108846,0.6470395826529517,0.9473684210526316,0.6221013140447885,0.8906390147641141,CAPILLARY_RUPTURE_RISK,0.06803361262047733,0.7157364261062272,IDLE,0.1079763103143352,0.1079763103143352,Capillary rupture risk: microscopic instability may precede macro release.
2016-09-23,215.99,-0.005479325904779397,0.37109455095657956,0.49227037375720323,0.8421052631578947,0.6595993391977928,0.4789251810272237,SURFACE_RIPPLING,0.34370060626705273,0.5384253696861322,IDLE,0.1034329881527862,0.1034329881527862,Surface rippling detected; micro-disturbances are beginning to persist.
2016-09-26,214.24,-0.008102226954951663,0.45448501679679904,0.3120251478376924,0.5789473684210527,0.662800195067889,0.2543658766127196,CRUISE_SURFACE_ACTIVE,0.4942064424303639,0.3706345494508939,IDLE,0.1282599207666819,0.1282599207666819,Cruise surface is active but still absorbing small disturbances.
2016-09-27,215.57,0.006207991038088112,0.4701203747027347,0.41904710171131765,0.3157894736842105,0.7088148286117791,0.1802312086802829,ABSORBING_NOISE,0.5810642753205706,0.301563238866008,IDLE,0.1109285641914811,0.1109285641914811,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-09-28,216.64,0.004963584914412955,0.3895043761619446,0.4974600283685499,0.3157894736842105,0.6830070252444098,0.18396543674649324,ABSORBING_NOISE,0.5573573395443988,0.328551978388711,IDLE,0.1223811320483411,0.1223811320483411,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-09-29,214.68,-0.009047267355982158,0.3990877862668561,0.424928596349305,0.1578947368421053,0.6922352078121783,0.07943128538441213,ABSORBING_NOISE,0.6372500754673113,0.24250485269091104,IDLE,0.175294779399166,0.175294779399166,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-09-30,216.3,0.00754611514812753,0.4369093808849726,0.5365835839600623,0.5263157894736843,0.6380434713395005,0.3971166596266734,CRUISE_SURFACE_ACTIVE,0.38466577930455087,0.4554931404302299,IDLE,0.1573497184330786,0.1573497184330786,Cruise surface is active but still absorbing small disturbances.
2016-10-03,215.78,-0.00240406842348595,0.377645443159256,0.19621443389009868,0.7894736842105263,0.7033510022427439,0.17079453619660284,ABSORBING_NOISE,0.5832224940312788,0.36328291301362103,IDLE,0.1137600988682631,0.1137600988682631,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-10-04,214.68,-0.005097784780795256,0.3720686846118801,0.48582212432336647,0.368421052631579,0.6391216758823938,0.21397080724067843,ABSORBING_NOISE,0.5023682949688227,0.35727307707830747,IDLE,0.1058686609248319,0.1058686609248319,Brownian layer is quiet; microscopic noise is dissipating normally.
2016-10-05,215.63,0.004425190981926619,0.36323129168245266,0.49570058086403834,0.9473684210526316,0.6694707990708395,0.5232185992243974,SURFACE_RIPPLING,0.31919122535935684,0.5742042005175569,IDLE,0.0321815966185013,0.0321815966185013,Surface rippling detected; micro-disturbances are beginning to persist.
2016-10-06,215.78,0.0006956360432222031,0.2709750611662101,0.586932233738262,0.631578947368421,0.6595121381509397,0.31276299386561346,CRUISE_SURFACE_ACTIVE,0.4532411473321397,0.4679405092053392,IDLE,0.0278203769118937,0.0278203769118937,Cruise surface is active but still absorbing small disturbances.
2016-10-07,215.04,-0.0034294188525350044,0.24606554600285693,0.6508379236540445,0.368421052631579,0.6839660511143159,0.17714413487846378,ABSORBING_NOISE,0.5628054767034312,0.3781092650124429,IDLE,0.0,0.0,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-10-10,216.16,0.005208333333333259,0.32633296690943153,0.6150625287207101,1.0,0.5981709207736534,0.6890458917526493,PINCH_OFF_WATCH,0.18600370524866808,0.6764843749249265,IDLE,0.0,0.0,Pinch-off watch: compression and wave persistence are elevated.
2016-10-11,213.43,-0.01262953367875641,0.5309132749501619,0.6030724874463582,0.0,0.6391738178931468,0.0,ABSORBING_NOISE,0.6391738178931468,0.24097466738830287,ENERGY_INJECTION,0.0,0.0,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-10-12,213.71,0.0013119055428010284,0.4956885486688988,0.43913757760007416,0.5263157894736843,0.6521430865976585,0.36074989860029194,CRUISE_SURFACE_ACTIVE,0.4168825342346718,0.41851504476909795,IDLE,0.0,0.0,Cruise surface is active but still absorbing small disturbances.
2016-10-13,213.01,-0.0032754667540125793,0.5140117674654034,0.402720932945844,0.1578947368421053,0.6324690959401561,0.10612038952900887,ABSORBING_NOISE,0.5653512291139267,0.2585667408442005,IDLE,0.0,0.0,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-10-14,213.12,0.0005164076803907403,0.5477473146922586,0.4517534995953797,0.5263157894736843,0.6417993966494894,0.4166986588913398,CRUISE_SURFACE_ACTIVE,0.37436244878837616,0.4382421378277286,IDLE,0.0,0.0,Cruise surface is active but still absorbing small disturbances.
2016-10-17,212.38,-0.00347222222222221,0.44436428397424427,0.47157660495218234,0.631578947368421,0.6147032374709804,0.4421267243139847,CRUISE_SURFACE_ACTIVE,0.3429265086627344,0.4826447597909019,IDLE,0.0,0.0,Cruise surface is active but still absorbing small disturbances.
2016-10-18,213.71,0.006262359920896632,0.3116665780243503,0.46463665212619704,0.736842105263158,0.6636085541329727,0.33018655316124873,CRUISE_SURFACE_ACTIVE,0.44449393299548656,0.46701418910440773,IDLE,0.0,0.0,Cruise surface is active but still absorbing small disturbances.
2016-10-19,214.28,0.0026671657854100417,0.3505655755969303,0.4547106866320355,0.736842105263158,0.6414421160966433,0.3760231794026902,CRUISE_SURFACE_ACTIVE,0.4002450121991939,0.4815334638003101,IDLE,0.0,0.0,Cruise surface is active but still absorbing small disturbances.
2016-10-20,213.88,-0.0018667164457719654,0.33789525745588406,0.45763234605856973,0.4736842105263158,0.6840109334187116,0.21989628884349335,ABSORBING_NOISE,0.5335994676315631,0.3668004780024169,IDLE,0.0,0.0,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-10-21,213.98,0.00046755189826064303,0.34442934269603953,0.5008241321103744,0.5263157894736843,0.6428597324893734,0.2900072073212486,CRUISE_SURFACE_ACTIVE,0.45642577677084534,0.41857184910398343,IDLE,0.0,0.0,Cruise surface is active but still absorbing small disturbances.
2016-10-24,214.89,0.004252733900364403,0.2966401292587066,0.3588766917684256,0.8947368421052632,0.7083702808720176,0.27612349892731564,CRUISE_SURFACE_ACTIVE,0.5127726003815108,0.4553416879822467,IDLE,0.0,0.0,Cruise surface is active but still absorbing small disturbances.
2016-10-25,214.17,-0.0033505514449253537,0.3003571246921988,0.47023186143788787,0.7894736842105263,0.704119408018892,0.3251880357732058,CRUISE_SURFACE_ACTIVE,0.47514820077543607,0.47019354335068203,IDLE,0.0,0.0,Cruise surface is active but still absorbing small disturbances.
2016-10-26,213.74,-0.0020077508521266774,0.2949904775858873,0.47305657153866787,0.368421052631579,0.694225030121275,0.15207522700864068,ABSORBING_NOISE,0.5886506010705017,0.3248319552644031,IDLE,0.0,0.0,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-10-27,213.17,-0.002666791428838855,0.329849192756001,0.49546980771775795,0.3157894736842105,0.6796882127966013,0.1559242835393557,ABSORBING_NOISE,0.5737083151861461,0.32187383803618075,IDLE,0.0,0.0,Market remains in cruise mode. Microscopic disturbances are being absorbed.
2016-10-28,212.54,-0.002955387718722169,0.3642795313847599,0.5226600116924899,0.10526315789473684,0.6182779963354186,0.06656407057292707,ABSORBING_NOISE,0.5771228961536597,0.26905231095618376,ENERGY_INJECTION,0.0,0.0,Brownian layer is quiet; microscopic noise is dissipating normally.
2016-10-31,212.55,4.704996706506037e-05,0.15465511069322208,0.4765177938941867,0.8947368421052632,0.6242475120156392,0.21690777746573056,ABSORBING_NOISE,0.488843371595815,0.4909787253623853,IDLE,0.0,0.0,Brownian layer is quiet; microscopic noise is dissipating normally.
