Date,Close,macd_regime,rsi_saturation,cvd_regime,volume_injection,vwap_distance_pct,gamma_flip_distance_pct,regime_label,rupture_pressure_score,T_a,T_a_norm,T_a_regime,R_o,T_v,observer_profile,LRP,LRP_raw,LRP_regime,LRP_confidence,lrp_contrib_T_a,lrp_contrib_observer,lrp_contrib_gamma,lrp_contrib_vwap,lrp_contrib_cvd,lrp_contrib_macd,d_macd_pressure,d_rsi_energy,d_cvd_force,d_volume_energy,d_vwap_attractor_distance,d_gamma_flip_distance,d_canopy_pressure,d_observability_R_o,d_visibility_horizon_T_v,dd_canopy_pressure,dd_observability_R_o,dd_coherence_proxy,d_R_o,d_T_v,d_vwap_distance
2016-07-07,209.526,,ENERGY_ACCUMULATING,IMBALANCE_BUILDING,0.6331388723486784,1.473139721037255,-253.17812586504772,IDLE,,,,,,,,0.2214908016003021,0.18575006352811085,STABLE,LOW_CONFIDENCE,0.0,0.1,0.0,0.07365698605186274,0.03365875201378221,0.0,0.0,-0.007408560291080307,-0.315495562833593,-0.05978789363103887,-0.12810096392330617,-0.22572674265910564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12810096392330617
2016-07-08,212.65,,ENERGY_ACCUMULATING,IMBALANCE_BUILDING,0.9926874616666506,2.8221286493442963,-247.9896543616271,IDLE,,,,,,,,0.27096169962316236,0.2525628030548672,STABLE,LOW_CONFIDENCE,0.0,0.1,0.0,0.1411064324672148,0.0278284554648369,0.0,0.0,0.1022891341622966,-0.04372722411708985,0.3595485893179722,1.3489889283070413,5.1884715034206295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3489889283070413
2016-07-11,213.4,,ENERGY_ACCUMULATING,IMBALANCE_BUILDING,0.5586379217480355,3.0817530014753234,-246.76663542642925,IDLE,,,,,,,,0.26209946737518997,0.24122876057702478,STABLE,LOW_CONFIDENCE,0.0,0.1,0.0,0.15,0.021949065020150496,0.0,0.0,0.02221534559959426,-0.04409542833514801,-0.43404953991861506,0.2596243521310271,1.2230189351978424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2596243521310271
2016-07-12,214.95,,ENERGY_ACCUMULATING,BUY_FORCE_DOMINANT,0.7754297004785389,3.676361258180176,-244.26610839730168,IDLE,,,,,,,,0.29982155619026235,0.2879630656751834,STABLE,LOW_CONFIDENCE,0.0,0.1,0.0,0.15,0.06538532653679625,0.0,0.0,0.04455908224614685,0.32577196137484316,0.21679177873050337,0.5946082567048525,2.500527029127568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5946082567048525
2016-07-13,214.92,,ENERGY_ACCUMULATING,IMBALANCE_BUILDING,0.6827859530446688,3.532687961242459,-244.31416340964086,IDLE,0.03413929765223344,,,,,,,0.2683991147037527,0.24930999501814222,STABLE,LOW_CONFIDENCE,0.0,0.1,0.0,0.15,0.0282681620970643,0.0,0.0,-0.001973162240181514,-0.2783787332979897,-0.09264374743387005,-0.1436732969377168,-0.04805501233917653,0.03413929765223344,0.0,0.0,0.03413929765223344,0.0,0.0,0.0,0.0,-0.1436732969377168
2016-07-14,216.12,,OVERBOUGHT_SATURATION,BUY_FORCE_DOMINANT,0.7156161741011051,3.970758529794277,-242.40236905422913,IDLE,0.07156161741011051,,,,,,,0.2948661422202399,0.28203346104890287,STABLE,LOW_CONFIDENCE,0.0,0.1,0.0,0.15,0.06551815994033659,0.0,0.0,0.0351983511759309,0.2793749838245422,0.03283022105643629,0.4380705685518178,1.911794355411729,0.03742231975787707,0.0,0.0,0.0032830221056436293,0.0,-0.05261580061133331,0.0,0.0,0.4380705685518178
2016-07-15,215.83,,OVERBOUGHT_SATURATION,IMBALANCE_BUILDING,0.8351956447576785,3.650189792211569,-242.86243802993096,IDLE,0.08351956447576786,-0.025464372692219718,,,,,,0.262214563409161,0.24137751672931299,STABLE,LOW_CONFIDENCE,0.0,0.1,0.0,0.15,0.015768858373976614,0.0,0.0,-0.021029967166510066,-0.3731197617476998,0.11957947065657337,-0.320568737582708,-0.46006897570183014,0.011957947065657351,0.0,0.0,-0.025464372692219718,0.0,-0.05311539971454027,0.0,0.0,-0.320568737582708
2016-07-18,216.4092,,OVERBOUGHT_SATURATION,FORCE_BALANCED,0.4797634752969232,3.7911860701179676,-241.94479717128473,IDLE,0.07196452129453848,-0.02351299024688673,,,,,,0.25449045012080557,0.23129884176201335,STABLE,LOW_CONFIDENCE,0.0,0.1,0.0,0.15,0.012839592911378806,0.0,0.0,0.018378521909493795,-0.021969490969483557,-0.3554321694607553,0.14099627790639868,0.917640858646223,-0.01155504318122938,0.0,0.0,-0.02351299024688673,0.0,0.07124236734821754,0.0,0.0,0.14099627790639868
2016-07-19,216.19,,OVERBOUGHT_SATURATION,IMBALANCE_BUILDING,0.451170804498767,3.600150534939032,-242.2915028447199,IDLE,0.06767562067481504,0.007266142561505942,,,,,,0.26022877773429,0.23880504479554573,STABLE,LOW_CONFIDENCE,0.0,0.1,0.0,0.15,0.021369369085847422,0.0,0.0,-0.017613501040879387,-0.25656721497919666,-0.028592670798156195,-0.19103553517893568,-0.3467056734351672,-0.0042889006197234375,0.0,0.0,0.007266142561505942,0.0,0.027893483196259616,0.0,0.0,-0.19103553517893568
2016-07-20,217.085,,OVERBOUGHT_SATURATION,FORCE_BALANCED,0.48529439367799154,3.9252215161259505,-240.8803003431835,PRESSURE_BUILDING,0.09705887873559832,0.033672158680506714,,,,,,0.2531928455624008,0.22958611051278296,STABLE,LOW_CONFIDENCE,0.0,0.1,0.0,0.15,0.010893307400889752,0.0,0.0,0.030807807350201666,0.24197007365052878,0.034123589179224534,0.3250709811869186,1.411202501536394,0.029383258060783277,0.0,0.0,0.033672158680506714,0.0,-0.11923512671112735,0.0,0.0,0.3250709811869186
2016-07-21,216.265,,ENERGY_ACCUMULATING,IMBALANCE_BUILDING,0.5720982417397368,3.418640751325784,-242.17279726261762,PRESSURE_BUILDING,0.11441964834794736,-0.012022488448434232,-0.48558837351641404,THRUST_LOSS,0.458068046930705,4.2,pilot,0.2682531313490086,0.24912410209734803,STABLE,HIGH_CONFIDENCE,0.0,0.108386390613859,0.0,0.15,0.024709179951309217,0.0,0.0,-0.0695926996368561,-0.26701865514149226,0.08680384806174524,-0.5065807648001663,-1.2924969194341145,0.017360769612349045,0.0,0.0,-0.012022488448434232,0.0,0.042458200249854694,0.0,0.0,-0.5065807648001663
2016-07-22,217.24,,OVERBOUGHT_SATURATION,FORCE_BALANCED,0.538773567695616,3.8065918994117625,-240.63708341005338,PRESSURE_BUILDING,0.134693391923904,0.0029129739636075958,0.13048320178504047,CRUISE,0.4474626491209964,4.4,pilot,0.27619772969877165,0.2591496933505756,STABLE,HIGH_CONFIDENCE,0.020877312285606478,0.11050747017580072,0.0,0.15,0.013103505436974148,0.0,0.0,0.03713761322386855,0.28359514041212525,-0.03332467404412076,0.3879511480859783,1.5357138525642426,0.02027374357595664,-0.010605397809708594,0.20000000000000018,0.0029129739636075958,-0.010605397809708594,0.0970488887710711,-0.010605397809708594,0.20000000000000018,0.3879511480859783
2016-07-25,216.65,,ENERGY_ACCUMULATING,IMBALANCE_BUILDING,0.5439300582021326,3.130300145091094,-241.5647357489038,PRESSURE_BUILDING,0.13598251455053315,-0.0189846209493275,-0.8924955599184363,THRUST_LOSS,0.5343831742694535,3.4,pilot,0.2512285926235696,0.22698237810352306,STABLE,HIGH_CONFIDENCE,0.0,0.0931233651461093,0.0,0.15,0.014811155426075993,0.0,0.0,-0.05147736057101182,-0.20935995647287606,0.0051564905065165645,-0.6762917543206686,-0.9276523388504074,0.0012891226266291411,0.08692052514845705,-1.0000000000000004,-0.0189846209493275,0.09752592295816565,0.03848889630457164,0.08692052514845705,-1.0000000000000004,-0.6762917543206686
2016-07-26,216.75,,ENERGY_ACCUMULATING,IMBALANCE_BUILDING,0.7445860805804446,2.407647506575297,-241.40715109573244,PRESSURE_BUILDING,0.22337582417413337,0.08610418699697109,2.277744952846414,TAKEOFF_BEGINNING,0.6475848934611929,2.3,pilot,0.36425545188000236,0.3607646459048968,PRESSURE_BUILDING,HIGH_CONFIDENCE,0.2,0.07048302130776143,0.0,0.12038237532876486,0.019094428255401905,0.0,0.0,0.004322468078598263,0.25429187761108424,0.20065602237831204,-0.7226526385157968,0.15758465317134096,0.08739330962360023,0.11320171919173938,-1.1,0.08610418699697109,0.02628119404328233,0.00845011373186344,0.11320171919173938,-1.1,-0.7226526385157968
2016-07-27,216.52,,ENERGY_ACCUMULATING,IMBALANCE_BUILDING,0.9342214093902041,1.8020067727987434,-241.76981341215594,PRESSURE_BUILDING,0.2802664228170612,-0.030502710980672393,-0.8150889360822716,THRUST_LOSS,0.5734032568665668,3.0,pilot,0.21559744628544134,0.17712266108316654,STABLE,HIGH_CONFIDENCE,0.0,0.08531934862668665,0.0,0.09010033863993717,0.0222383449200576,0.0,0.0,-0.02197868091928684,-0.3099957988159463,0.18963532880975953,-0.6056407337765537,-0.36266231642349567,0.056890598642927837,-0.07418163659462607,0.7000000000000002,-0.030502710980672393,-0.18738335578636545,-0.06334611283304581,-0.07418163659462607,0.7000000000000002,-0.6056407337765537
2016-07-28,216.77,,ENERGY_ACCUMULATING,IMBALANCE_BUILDING,0.7512275350974651,1.6009831296612895,-241.37565161230796,PRESSURE_BUILDING,0.2629296372841128,-0.07422738417587627,-1.7359184045774863,DISSIPATION_CASCADE,0.6830446928608727,2.0,pilot,0.192704589279656,0.1418671822871514,STABLE,HIGH_CONFIDENCE,0.0,0.06339106142782547,0.0,0.08004915648306447,0.01777248923360024,0.0,0.0,0.012428571984330838,0.30008125615243375,-0.18299387429273906,-0.2010236431374539,0.3941617998479785,-0.01733678553294843,0.10964143599430587,-1.0,-0.07422738417587627,0.18382307258893194,0.01011346654193268,0.10964143599430587,-1.0,-0.2010236431374539
2016-07-29,217.12,,ENERGY_ACCUMULATING,IMBALANCE_BUILDING,0.9669997994562353,1.4541090389286926,-240.82535003684598,PRESSURE_BUILDING,0.3867999197824941,0.14120706803132976,2.3529463439203,TAKEOFF_BEGINNING,0.7288950286035418,1.6,mechanic,0.32014392787609314,0.31172238804057345,PRESSURE_BUILDING,HIGH_CONFIDENCE,0.2,0.05422099427929164,0.0,0.07270545194643463,0.024096476714713794,0.0,0.0,0.01788679090528522,0.047429906108351655,0.21577226435877017,-0.14687409073259694,0.5503015754619867,0.12387028249838133,0.04585033574266917,-0.3999999999999999,0.14120706803132976,-0.0637911002516367,0.061411212570795404,0.04585033574266917,-0.3999999999999999,-0.14687409073259694
2016-08-01,216.94,,ENERGY_ACCUMULATING,IMBALANCE_BUILDING,0.9094042437345536,1.1777407161233897,-241.10814049967732,PRESSURE_BUILDING,0.3637616974938215,-0.14690850478705397,-2.0236385299872612,DISSIPATION_CASCADE,0.7241860159677371,1.6,mechanic,0.17774912032386422,0.11708189120268361,STABLE,HIGH_CONFIDENCE,0.0,0.05516279680645258,0.0,0.05888703580616948,0.018827369718043444,0.0,0.0,-0.020325401442389923,-0.039518302475027606,-0.057595555721681624,-0.2763683228053029,-0.28279046283134335,-0.02303822228867264,-0.004709012635804699,0.0,-0.14690850478705397,-0.05055934837847387,-0.14724027672564743,-0.004709012635804699,0.0,-0.2763683228053029
2016-08-02,215.5492,PRESSURE_FADING,NEUTRAL_BAND,IMBALANCE_BUILDING,1.1593102045640178,0.3020056167754986,-243.3090913814572,PRESSURE_BUILDING,0.46372408182560715,0.12300060662045831,1.5758818838447366,TAKEOFF_BEGINNING,0.7377745773251542,1.5,mechanic,0.28977506044803814,0.27588080806202314,STABLE,HIGH_CONFIDENCE,0.2,0.05244508453496917,0.0,0.015100280838774929,0.03524861176677395,0.0,0.0,-0.14821916000233715,-0.40556986113613047,0.24990596082946415,-0.8757350993478912,-2.2009508817798746,0.09996238433178567,0.01358856135741704,-0.10000000000000009,0.12300060662045831,0.01829757399322174,0.1054990719506218,0.01358856135741704,-0.10000000000000009,-0.8757350993478912
2016-08-03,216.18,PRESSURE_FADING,ENERGY_ACCUMULATING,FORCE_BALANCED,0.6931079651213292,0.4050391967288671,-242.30733647886015,PRESSURE_BUILDING,0.2772431860485317,-0.2864432801088611,-2.6501304503958747,DISSIPATION_CASCADE,0.70650163222832,1.8,mechanic,0.15673443968481474,0.0793177449164079,STABLE,HIGH_CONFIDENCE,0.0,0.05869967355433601,0.0,0.020251959836443355,0.011182167650593256,0.0,-0.039775773277785476,0.041186891496093225,0.348230845630254,-0.46620223944268857,0.10303357995336854,1.0017549025970425,-0.18648089577707544,-0.031272945096834204,0.30000000000000004,-0.2864432801088611,-0.04486150645425124,-0.04026702127313464,-0.031272945096834204,0.30000000000000004,0.10303357995336854
2016-08-04,216.4097,PRESSURE_FADING,ENERGY_ACCUMULATING,FORCE_BALANCED,0.6154477722036672,0.3540034225122938,-241.94400713091886,PRESSURE_BUILDING,0.24617910888146688,0.1554168186100106,1.373329871521312,TAKEOFF_BEGINNING,0.6737196408645875,2.1,pilot,0.27162069118760507,0.2533961585654466,STABLE,HIGH_CONFIDENCE,0.2,0.06525607182708251,0.0,0.017700171125614686,0.004993937235310278,0.0,-0.011214037704863067,0.015024009407260341,-0.04641172811462234,-0.07766019291766202,-0.05103577421657335,0.36332934794128846,-0.03106407716706483,-0.0327819913637325,0.30000000000000004,0.1554168186100106,-0.0015090462668982951,0.017336666765794373,-0.0327819913637325,0.30000000000000004,-0.05103577421657335
